"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000145040.4",12.5370923238644,4.26135584134202,0.724061535382154,5.88535039234325,3.97211554808887e-09,8.91155010522688e-08
"ENSG00000180817.12",11191.9020186297,1.22776819896164,0.20861853434345,5.88523068108778,3.9749917755135e-09,8.91155010522688e-08
"ENSG00000188828.12",55.4278751567698,-3.04125035765631,0.516772511462434,-5.88508539095811,3.97848529374587e-09,8.91155010522688e-08
"ENSG00000120875.9",1708.98349958567,3.53090608598192,0.60010966749596,5.88376804645576,4.0102976883586e-09,8.97314888140367e-08
"ENSG00000056277.16",180.605056792793,1.0937755850451,0.18591051438137,5.88334440730647,4.02058061126613e-09,8.98649430073436e-08
"ENSG00000181544.15",74.1363932885597,1.92756063006014,0.327641020461269,5.88314804827072,4.02535550142118e-09,8.98751315762589e-08
"ENSG00000248309.7",12.206379764392,-3.09981329826266,0.527012725191591,-5.88185664233392,4.05689659950506e-09,9.04822736753493e-08
"ENSG00000099810.21",1081.33488214601,1.07531576315148,0.182877342306395,5.8799835430126,4.10307274233846e-09,9.14141763333202e-08
"ENSG00000154175.18",570.887227164783,-3.06260868332487,0.520957264116553,-5.87880982621193,4.13226779279123e-09,9.1966160962773e-08
"ENSG00000142207.7",1529.19028463071,1.0601674352045,0.180345949009899,5.878520926169,4.13948484635164e-09,9.19945259194037e-08
"ENSG00000234062.8",79.2701253058784,1.55646656630369,0.264777021081545,5.87840500639343,4.14238410238268e-09,9.19945259194037e-08
"ENSG00000088256.9",4450.81884758312,-1.33397339849243,0.226941043313075,-5.87806145163505,4.15098832371126e-09,9.20873305203706e-08
"ENSG00000011198.10",896.748414617863,-1.1701739183814,0.199110927354097,-5.8769949692433,4.17780899455273e-09,9.24851354974975e-08
"ENSG00000117724.13",2030.02440845915,1.57136351904064,0.267370866801528,5.87709325940537,4.17533008343212e-09,9.24851354974975e-08
"ENSG00000105737.9",82.0536888974981,-3.28409264338232,0.559362751541331,-5.87113216661811,4.32829029417883e-09,9.56129434517699e-08
"ENSG00000245468.4",10.123558659944,-2.01140952848072,0.34261698679475,-5.87072330329518,4.33897917611973e-09,9.57474206531024e-08
"ENSG00000141447.18",792.919930254154,-1.76243760548601,0.300267611895428,-5.86955614147222,4.36963372952698e-09,9.63217248704734e-08
"ENSG00000167741.11",3383.59299175073,-1.79373980913071,0.305650104598642,-5.86860525202868,4.39476377486873e-09,9.67731633769771e-08
"ENSG00000073711.11",370.69345471652,-1.95689566659386,0.333501693661182,-5.86772332431378,4.41819698679471e-09,9.71863225139652e-08
"ENSG00000158158.12",3886.36913479518,-1.57961037835313,0.269289804031521,-5.86583804772732,4.46869813965344e-09,9.81933892165243e-08
"ENSG00000135069.14",1742.40223943391,2.24343240149355,0.382489390495101,5.86534543765936,4.48198604462681e-09,9.83814848129107e-08
"ENSG00000231252.3",27.4023680869985,3.59219521127272,0.612624859193746,5.86361320041808,4.52901829730645e-09,9.93091061629609e-08
"ENSG00000109084.14",2077.38787144781,1.60299562582868,0.273394070683895,5.86331525705291,4.53715606877078e-09,9.93399507526802e-08
"ENSG00000183798.5",16.9722774624799,-2.85202945026568,0.486459221915933,-5.86283355680438,4.55034292781774e-09,9.93579076442385e-08
"ENSG00000181634.8",523.173432342391,1.68621984392017,0.287755204954859,5.85991083700709,4.63115763442063e-09,1.01016519092934e-07
"ENSG00000126759.14",10.6682172517084,-2.17494038942672,0.371178047211405,-5.85956094593058,4.64092541147603e-09,1.0112357789257e-07
"ENSG00000145287.11",4287.03200736465,-3.2554070711328,0.555594364831577,-5.85932341505955,4.64756789254518e-09,1.01162385225913e-07
"ENSG00000087258.16",403.907387704124,-3.58670786483669,0.612165118169721,-5.85905298812253,4.65514156493834e-09,1.01205643567281e-07
"ENSG00000184162.15",711.855331412381,1.19059994924993,0.203212013981806,5.858905317264,4.65928235558917e-09,1.01205643567281e-07
"ENSG00000030304.14",39.9408258494373,-4.03410064527034,0.688606356183414,-5.85835522580602,4.67473885900524e-09,1.01435496263858e-07
"ENSG00000116337.19",1460.07004679876,1.05063258074721,0.179377407798896,5.85710649763152,4.71001111823538e-09,1.02094397249333e-07
"ENSG00000277443.3",7387.22059644575,-1.04000978091401,0.177570502050095,-5.85688371045216,4.71633125225104e-09,1.02125012516225e-07
"ENSG00000140534.14",388.82181231757,1.68779573553777,0.288309558504565,5.85410953522393,4.79572489478907e-09,1.0373621552564e-07
"ENSG00000103148.17",1532.58089649952,1.09639676506602,0.187340847839557,5.85241701267949,4.84480005589955e-09,1.04688934956608e-07
"ENSG00000151150.22",849.749978988861,-1.42580946978077,0.243652191283946,-5.85182288846796,4.86214245198205e-09,1.04954691165243e-07
"ENSG00000179846.10",29.157649709546,3.02320142698131,0.516724364575258,5.85070423274186,4.89495993228143e-09,1.05553597130409e-07
"ENSG00000146477.6",741.155842420708,2.07060031573268,0.353988352573163,5.84934589141524,4.93509878526588e-09,1.06308975799791e-07
"ENSG00000125851.10",46.0329208816129,-4.94567842168602,0.845592885899784,-5.84877014004605,4.95220865963185e-09,1.06567228540102e-07
"ENSG00000060140.9",486.386629031463,-1.74118237053242,0.297815305588803,-5.84651741484533,5.01971039542446e-09,1.07908216547921e-07
"ENSG00000091138.13",34960.6897714441,-4.90031509591057,0.838454631091976,-5.84446064723688,5.08212160832701e-09,1.09137119244248e-07
"ENSG00000175785.13",185.827447355332,-4.54391558189336,0.777843186561269,-5.84168590841728,5.16751673843843e-09,1.10856552381614e-07
"ENSG00000204335.4",353.039646757145,2.86280056891168,0.49015653808775,5.84058427554661,5.20180626929103e-09,1.11477226217999e-07
"ENSG00000180616.9",53.0917043051989,-2.12767870382599,0.364346796340925,-5.83970745782291,5.22925630651048e-09,1.11950200084544e-07
"ENSG00000151364.17",232.796078452108,1.84418787440404,0.315815457092029,5.83944779456011,5.23741245061159e-09,1.12009574187848e-07
"ENSG00000125508.3",244.093605530463,2.3366780376108,0.400383159010246,5.83610470377204,5.34353238232131e-09,1.1404468240382e-07
"ENSG00000154330.13",1477.59185701461,-3.79848412228827,0.651036319837822,-5.83451952916314,5.39457897313212e-09,1.14982979245988e-07
"ENSG00000224728.1",15.1484918846535,3.10294885537846,0.53183712091902,5.83439691087476,5.39854729796389e-09,1.14982979245988e-07
"ENSG00000153902.14",209.244018354492,-2.52398064200092,0.43262886999344,-5.83405504593161,5.40962615741817e-09,1.15017242891342e-07
"ENSG00000183690.13",26.8633544035422,-3.03100445228988,0.519540834005409,-5.83400621068088,5.41121057189794e-09,1.15017242891342e-07
"ENSG00000203896.10",86.4264693500353,2.33097142971406,0.399651784167824,5.83250600161271,5.46010403255564e-09,1.15819882582518e-07
"ENSG00000237125.11",272.996513908816,-4.5445354252587,0.779223792890032,-5.83213123973494,5.47238486837255e-09,1.15962175892021e-07
"ENSG00000120162.10",1422.42600129919,-1.46615613354472,0.251429516796456,-5.83128087833713,5.50035071083404e-09,1.16436213572478e-07
"ENSG00000167291.16",2386.63527168417,1.06669510115715,0.182944660520394,5.83069819104256,5.5195937783117e-09,1.16724824118789e-07
"ENSG00000183779.7",8418.6200256884,1.61634482288544,0.277331135005638,5.82821262694713,5.60241691291705e-09,1.18356034051666e-07
"ENSG00000102878.17",418.646630168203,2.15501325164352,0.369774299056491,5.82791518269985,5.61240888212175e-09,1.18446872645103e-07
"ENSG00000164171.11",2533.02678095883,1.48694205457926,0.255186760205878,5.82687774780962,5.64739503654909e-09,1.19064481576039e-07
"ENSG00000135960.10",628.597286113951,3.42205864353036,0.587405832667278,5.82571444343949,5.68687833646418e-09,1.19604752164629e-07
"ENSG00000138756.18",350.437620896417,-1.09691184585348,0.188290475825229,-5.8256363793548,5.6895374752409e-09,1.19604752164629e-07
"ENSG00000135220.11",1141.10706904426,-4.29513339699214,0.737345076054022,-5.82513335544055,5.7067012807906e-09,1.19829209840536e-07
"ENSG00000198088.10",164.237541389654,1.63230574313878,0.280254159313418,5.8243765128685,5.73262064231395e-09,1.20252119905152e-07
"ENSG00000253549.6",52.5832900861245,-2.73034590683184,0.468856180641842,-5.82341882129852,5.76558260395559e-09,1.20821760730828e-07
"ENSG00000180730.5",124.022513485607,3.20884849482128,0.551140914962695,5.82219248781136,5.80806001856553e-09,1.21589457672364e-07
"ENSG00000138772.13",3285.3143919675,1.4756434949088,0.25348513031125,5.82142034563085,5.83496129536879e-09,1.22029858889778e-07
"ENSG00000137094.15",318.658127583902,-2.52060232214854,0.433127257899906,-5.81954212341686,5.90090517784584e-09,1.23285076150396e-07
"ENSG00000101098.13",19.1404744900326,-3.98932348894752,0.685991345684723,-5.81541372794663,6.04841015598744e-09,1.26240087197535e-07
"ENSG00000236751.2",48.2544240764872,3.40655293104053,0.585802679573514,5.81518837285044,6.05656435886462e-09,1.26283614973561e-07
"ENSG00000270472.2",18.4972742578591,-4.14625338100159,0.713060701017364,-5.81472709838854,6.0732883785507e-09,1.26505563432694e-07
"ENSG00000114541.15",700.800840230749,-1.15556902929006,0.198784637923638,-5.81317068240435,6.13005012819569e-09,1.27560213117624e-07
"ENSG00000163817.16",1061.40249238531,3.5965824046665,0.618780697703227,5.81237006586695,6.15944888748513e-09,1.28043927971706e-07
"ENSG00000230061.2",136.792595805497,3.13908000853327,0.540216288400512,5.81078371003501,6.21810574052976e-09,1.29134293767149e-07
"ENSG00000125148.7",4318.93193157612,-2.48695851347895,0.428100504873063,-5.80928656978895,6.27396192013177e-09,1.30034734657392e-07
"ENSG00000162849.16",454.50135652487,3.36746820092317,0.579713042324012,5.80885361389028,6.29020566116354e-09,1.30241681197166e-07
"ENSG00000157111.13",1018.22298449616,-1.95586879213348,0.336849172514644,-5.80636365389452,6.38442171228352e-09,1.32061065020783e-07
"ENSG00000166197.17",5342.81905987343,1.09189106320404,0.188077724014674,5.80553103204743,6.41623192680198e-09,1.32587259349377e-07
"ENSG00000135916.16",29260.3255234696,-2.22104339221336,0.383019821001491,-5.7987688115094,6.68035526419863e-09,1.37908246718958e-07
"ENSG00000075073.15",493.459148236742,-4.00747008054488,0.691124089603608,-5.79848125803768,6.69181800680191e-09,1.38007969180913e-07
"ENSG00000276337.1",20.6910931414951,2.58267041033456,0.44544368936659,5.79797283469669,6.71213211368372e-09,1.38289858567965e-07
"ENSG00000198416.9",10.9746279176028,-1.69784534370882,0.292868062462016,-5.79730452489684,6.73892575298247e-09,1.38704555879142e-07
"ENSG00000164398.15",446.752461591793,4.26944844482293,0.736555156795268,5.79650879561986,6.77096352798228e-09,1.3922626487528e-07
"ENSG00000215417.13",112.088489131291,2.59495883421596,0.447898462706598,5.79363192839494,6.88803298437933e-09,1.41493660781786e-07
"ENSG00000261650.1",25.5048782767747,6.99762106600527,1.20805740482283,5.79245740977975,6.93639194152954e-09,1.42346528512119e-07
"ENSG00000225138.8",948.16890366381,2.98413722015812,0.515196580832907,5.79223024992467,6.9457829222489e-09,1.42398814609928e-07
"ENSG00000180921.7",6552.62255744333,1.37006804649674,0.236558421764675,5.79166886672783,6.96904404748265e-09,1.4273507636227e-07
"ENSG00000075275.18",1324.15705281223,2.18606523276701,0.377688884416476,5.78800521530955,7.12272004860475e-09,1.45595954313768e-07
"ENSG00000141338.14",366.489000572995,-4.0673448859639,0.703002829954268,-5.78567356013131,7.22223473012158e-09,1.47485262511384e-07
"ENSG00000184220.12",939.051291523963,1.45710619825957,0.251874576428771,5.7850467439759,7.24921691899514e-09,1.47891132222912e-07
"ENSG00000258987.2",7.48495508487577,-3.8388435588643,0.663683399186611,-5.78414883296624,7.28803963244898e-09,1.48537528610804e-07
"ENSG00000273045.7",142.232261238192,1.32516437590368,0.229233917470991,5.78083902471097,7.43289873022937e-09,1.51341672874112e-07
"ENSG00000100867.15",48.9688439622813,2.94473310307395,0.509601566910831,5.778500880452,7.53691497100996e-09,1.53306713412428e-07
"ENSG00000180875.5",427.445141548248,-3.85136686186284,0.666517918476647,-5.7783395691226,7.5441431368315e-09,1.53306713412428e-07
"ENSG00000259994.1",70.325613133164,1.60213563017152,0.277348578459912,5.77661381597128,7.6218950844516e-09,1.54735624207174e-07
"ENSG00000001460.18",391.002415593133,-1.22821027177799,0.212627158929148,-5.77635650103972,7.63355468183632e-09,1.5481984685745e-07
"ENSG00000083635.8",460.090290287893,1.40013733641826,0.242397904125145,5.77619407012445,7.6409237696478e-09,1.5481984685745e-07
"ENSG00000214353.8",21.9276401820521,3.07536521225987,0.532505790259726,5.77527093322287,7.68293575465028e-09,1.55519659648363e-07
"ENSG00000198759.12",87.5182014943678,3.00183804989953,0.519845095349433,5.7744856626602,7.71885016734316e-09,1.56094803821423e-07
"ENSG00000204424.10",9.71876313283868,6.32947136948471,1.09645164825866,5.77268626440291,7.80176249157055e-09,1.57618325909798e-07
"ENSG00000231826.6",539.399024687328,5.9115770332532,1.02425642834776,5.77157913745217,7.85320611428137e-09,1.58503749788633e-07
"ENSG00000140807.7",3171.32621951592,3.55969568738776,0.616960236620872,5.76973275763188,7.93973436063466e-09,1.60067231347901e-07
"ENSG00000155816.20",65.839040212846,-4.53655355310302,0.786285809348519,-5.76959866141016,7.9460545909165e-09,1.60067231347901e-07
"ENSG00000154889.17",450.453289489034,-1.22072431268951,0.21158781132413,-5.76935081964381,7.9577487606094e-09,1.60147769786771e-07
"ENSG00000165891.16",227.998863316853,1.58148252566326,0.27413752800407,5.7689384491706,7.97724314959491e-09,1.6038497845403e-07
"ENSG00000168646.13",4266.01826418756,2.35610280458574,0.408510587944154,5.76754403464283,8.04350724614282e-09,1.61405344537113e-07
"ENSG00000233542.2",12.7352257553013,5.29396604245382,0.917871561364005,5.76765450123186,8.03823829310911e-09,1.61405344537113e-07
"ENSG00000144395.18",86.4018712291163,1.97430236906317,0.342338501801789,5.76710582850618,8.06444157753357e-09,1.61669522916085e-07
"ENSG00000260329.1",15.4692481487056,-1.87013730516115,0.324313325055796,-5.7664522567471,8.09576298632001e-09,1.62141224237087e-07
"ENSG00000165490.13",308.679542192257,1.69486498492712,0.294019908014161,5.76445655117168,8.19213783408695e-09,1.63913650182226e-07
"ENSG00000206069.6",149.823811356508,3.90966757558624,0.678353518970019,5.76346619609565,8.24037639428271e-09,1.64720453783505e-07
"ENSG00000114790.13",253.144500209619,-2.01696977250268,0.349987936460599,-5.76296941231788,8.26467781182864e-09,1.6495058503799e-07
"ENSG00000143882.12",172.077503771383,2.35044497358748,0.407857533021093,5.76290685665948,8.26774281294747e-09,1.6495058503799e-07
"ENSG00000100036.13",693.487321934189,1.78042890353543,0.308959204784366,5.76266664324844,8.27952267491895e-09,1.65027382511866e-07
"ENSG00000144063.4",621.09875200607,-2.42802510496284,0.421350711939462,-5.76248012917015,8.2886804198269e-09,1.65051819001127e-07
"ENSG00000076555.15",1005.23973285026,-1.82556760734095,0.316892141125854,-5.76084847309585,8.36921493012652e-09,1.66496169675911e-07
"ENSG00000146151.14",9.99587817685426,-3.24615715896975,0.563685268227503,-5.75881141825335,8.47082723166625e-09,1.68196034221129e-07
"ENSG00000178719.17",6978.75480067565,1.21053165065835,0.210233034970545,5.75804678283768,8.50927752308822e-09,1.68798432772109e-07
"ENSG00000147889.18",199.518561199728,2.78140630491099,0.483099925376391,5.75741406447941,8.54122251169293e-09,1.69270761186494e-07
"ENSG00000163017.14",19074.4396672949,-4.38431533831179,0.761559507338159,-5.75702265688478,8.56104242674184e-09,1.6950212355668e-07
"ENSG00000112984.12",795.828716124245,1.35706571861592,0.235781278077639,5.75561270038186,8.63281047684524e-09,1.70598436099404e-07
"ENSG00000273132.1",14.9944751215237,4.48497158122713,0.779234257618591,5.75561397279119,8.63274544713421e-09,1.70598436099404e-07
"ENSG00000271614.1",35.1237739548937,-1.10767328942817,0.19250438355198,-5.75401592935195,8.71479393367327e-09,1.72055167899248e-07
"ENSG00000108381.11",62.7955718633871,-3.56094167571705,0.619049378605504,-5.75227404918581,8.8050910019689e-09,1.73508654034063e-07
"ENSG00000117758.14",1922.4902781245,-1.06518823662779,0.185243767398643,-5.75019743760398,8.91392910425573e-09,1.75487181391161e-07
"ENSG00000163794.6",26.6689043912049,2.16893256169257,0.377373300072589,5.7474457288721,9.06016658393276e-09,1.78197548624817e-07
"ENSG00000117054.14",1794.36732529861,-1.42798629122474,0.2485246320731,-5.7458541606641,9.14581107425937e-09,1.79542625136097e-07
"ENSG00000119285.11",1485.16079518708,1.13829681802957,0.198105636776558,5.7459082767718,9.14288612948409e-09,1.79542625136097e-07
"ENSG00000145861.9",60.9721226329714,-1.89672908671559,0.330203074490814,-5.74412909280274,9.23952815334259e-09,1.8104081105735e-07
"ENSG00000136842.14",122.268561367424,-3.12599244236454,0.544245872556135,-5.74371364119462,9.26223733318681e-09,1.81315048604219e-07
"ENSG00000072163.20",1283.46964723224,-2.66820265826782,0.464796695939988,-5.74058008926192,9.43527848156402e-09,1.8452886270946e-07
"ENSG00000223392.1",7.470634972394,5.94093852362012,1.03493926685605,5.74037406240035,9.4467651522121e-09,1.84580033852001e-07
"ENSG00000181541.6",327.820406890886,-3.59736281195665,0.626710702950522,-5.74006921378628,9.46378639956396e-09,1.84739147456404e-07
"ENSG00000235863.4",554.97780286561,-1.43675894286923,0.250402407266125,-5.7378000417634,9.59142604484348e-09,1.87055280756465e-07
"ENSG00000205361.8",10.7502309983665,-2.7085440917158,0.472514478094915,-5.73219280525776,9.91404833844714e-09,1.92985436739707e-07
"ENSG00000168672.4",2065.19531584951,1.07262881822662,0.187132417888067,5.73192411198478,9.92977005056635e-09,1.93110827086201e-07
"ENSG00000287059.1",18.4889008644148,-3.36867456017036,0.587777290602199,-5.73120910595071,9.97172443609226e-09,1.93745671139723e-07
"ENSG00000105281.12",7340.34149258872,1.1227312071514,0.195938638513541,5.73001433340982,1.00422148594805e-08,1.94787970606243e-07
"ENSG00000146263.11",492.784671353134,1.17160499913342,0.204564665594611,5.72730874967043,1.02036365843244e-08,1.97513929007634e-07
"ENSG00000279738.1",65.4296630844047,1.423856165405,0.248637518575427,5.72663439356621,1.02442612915026e-08,1.98116015998958e-07
"ENSG00000197085.11",16.804623691979,6.03722498377531,1.05435113700801,5.72600983853207,1.02820260625222e-08,1.9866172733057e-07
"ENSG00000137807.16",771.835642146964,1.18055153463512,0.206259957150178,5.72360990929307,1.04284047943263e-08,2.01116473925057e-07
"ENSG00000124440.16",124.610027023023,-3.01854599067648,0.527669814408843,-5.72052050022646,1.06198213237436e-08,2.04618390672019e-07
"ENSG00000286403.1",61.5976126912875,5.40869164896746,0.945890680674277,5.71809381303121,1.07725666686207e-08,2.07369417028055e-07
"ENSG00000185838.14",288.828436901293,1.18008897504415,0.206483467159035,5.71517415549418,1.09591727743813e-08,2.10766567709889e-07
"ENSG00000167523.14",390.803716156081,1.38679648986689,0.242691674502892,5.71423182401079,1.10200684614284e-08,2.11546683223121e-07
"ENSG00000172005.11",64.8389173029379,-3.69616262783052,0.64681921054195,-5.7143674269254,1.1011285268558e-08,2.11546683223121e-07
"ENSG00000176022.7",893.922453681478,1.08638297746377,0.190166951981507,5.71278535068187,1.11141832752965e-08,2.1315671868723e-07
"ENSG00000256940.2",15.1458104297496,2.73848417999823,0.479403253927397,5.71227699762957,1.11474444079965e-08,2.13597763062615e-07
"ENSG00000135124.15",1823.8502215193,-1.47190425156428,0.257732580516356,-5.71097471889422,1.12330933909127e-08,2.15040883506442e-07
"ENSG00000189233.12",75.5395099809282,-3.60259089347074,0.630908709915965,-5.71016192493299,1.12868734335166e-08,2.15673598969739e-07
"ENSG00000181588.16",1058.3784145024,1.51812539064618,0.265917901088461,5.70900035098111,1.13641656930992e-08,2.16951306337341e-07
"ENSG00000164690.8",774.587399194779,2.35001362193511,0.411826561742052,5.706318727948,1.15445730625037e-08,2.20193419667864e-07
"ENSG00000144619.15",129.548499313501,-2.26054202036728,0.396293329265864,-5.70421416013979,1.16881050381797e-08,2.22414021996258e-07
"ENSG00000160131.13",1609.12084422852,1.08951271031953,0.191003787417489,5.70414191807679,1.16930626202079e-08,2.22414021996258e-07
"ENSG00000158125.10",1473.49274203631,-2.52012396007142,0.441956881011462,-5.70219419212088,1.18274973835991e-08,2.24765655758278e-07
"ENSG00000178473.7",45.5699353777836,-3.35313872996841,0.588161067821555,-5.70105522690893,1.19068049996235e-08,2.26066336895225e-07
"ENSG00000182168.15",171.974607875182,-2.34810767159136,0.412204938767906,-5.69645690954099,1.22322789078695e-08,2.31822852271273e-07
"ENSG00000172244.9",119.100980267047,1.59189120222565,0.279466072195039,5.69618769721238,1.22515995835686e-08,2.3197773952182e-07
"ENSG00000249115.9",740.919765419693,1.23756890755573,0.217328496356266,5.6944622003319,1.2376140001322e-08,2.3391017010673e-07
"ENSG00000119147.10",50.9205570486239,-4.02493399776204,0.707290770540751,-5.69063554255744,1.26567397009612e-08,2.38996457747098e-07
"ENSG00000163931.16",15433.4779805663,1.24076894031784,0.218066693787809,5.68985991746713,1.27143631536644e-08,2.39866892896285e-07
"ENSG00000101057.16",3434.42410239818,1.92317964923309,0.338067903386131,5.68873776531365,1.27981825033382e-08,2.41229510608663e-07
"ENSG00000128342.5",905.603481067858,1.73550635332039,0.305279448272496,5.68497605436988,1.30830989871899e-08,2.46376657759669e-07
"ENSG00000087586.18",1762.22060617859,1.63000093266399,0.286754429364087,5.68430951974732,1.31342217606171e-08,2.47115751009657e-07
"ENSG00000243479.3",134.858061134429,1.9451967700739,0.342217417123233,5.68409634560894,1.31506130024475e-08,2.47200637730742e-07
"ENSG00000108231.14",19.8642720016481,-4.82878441150284,0.849748117664334,-5.68260677620036,1.32657038719923e-08,2.49139017935278e-07
"ENSG00000157184.7",799.625638842679,-1.23013935472896,0.216490668932627,-5.68218187321406,1.32987127872825e-08,2.49533737051903e-07
"ENSG00000196666.6",6.38741442527817,-4.00877286974144,0.7056114702245,-5.68127509104408,1.3369423936683e-08,2.50634542971565e-07
"ENSG00000134668.12",96.5023985055812,2.82767613754131,0.497771291991276,5.68067339968426,1.34165454715e-08,2.51291534398238e-07
"ENSG00000066629.18",453.412734760569,-2.53592769270374,0.446579415529266,-5.67855929879409,1.35833944326887e-08,2.54187819019621e-07
"ENSG00000059588.10",1783.91101050197,1.37180625397823,0.241646953440498,5.67690274777669,1.37155395919975e-08,2.56199877351774e-07
"ENSG00000138735.16",965.792918342263,-1.93820638031497,0.341442589970002,-5.67652201936861,1.37460868196084e-08,2.5654019787375e-07
"ENSG00000249162.1",6.11317014197943,5.6130679073492,0.989035830160312,5.67529278129325,1.38451649334371e-08,2.58157739336822e-07
"ENSG00000108370.17",175.694368418668,-1.70502696174645,0.300467356460847,-5.67458302901742,1.39026874088676e-08,2.5899822944595e-07
"ENSG00000187980.7",40.1525741089719,-3.41773221877043,0.602353380011616,-5.67396537013625,1.3952934978894e-08,2.5970181035403e-07
"ENSG00000117115.13",5188.57303229799,-3.00111631125314,0.529034693182164,-5.67281569607715,1.40469330824046e-08,2.61217721636959e-07
"ENSG00000135253.15",141.25378292298,2.02698947317014,0.357345213841695,5.67235657469336,1.40846427831395e-08,2.61685117566384e-07
"ENSG00000268205.1",787.723712004692,1.14362133140771,0.201724627250554,5.66922019881719,1.43448907109063e-08,2.66282632295495e-07
"ENSG00000145681.11",177.117587894244,-2.59979451306374,0.458721723765758,-5.66747633341058,1.44916063878284e-08,2.68766343426311e-07
"ENSG00000257727.6",167.438590083608,1.80787793619599,0.319046434386311,5.66650412399519,1.45740325207537e-08,2.70054356833806e-07
"ENSG00000143344.16",564.959751940807,-1.74243368609661,0.307514348780036,-5.6661866121342,1.46010504203938e-08,2.70314286653001e-07
"ENSG00000145687.16",321.16815569415,-1.98950027094004,0.351253598468308,-5.66399968460266,1.47884677980441e-08,2.73540645697333e-07
"ENSG00000156298.13",794.523428999752,-2.66103080372506,0.469969168856419,-5.66213909350729,1.49497564685085e-08,2.76278403510829e-07
"ENSG00000169607.13",436.473360387388,1.37724821532355,0.243338575750256,5.6598022367693,1.51547531650912e-08,2.79818330623233e-07
"ENSG00000035720.8",37.8070961924111,-3.0918703494029,0.546503227417953,-5.65755185749033,1.5354743059736e-08,2.82758272858447e-07
"ENSG00000162373.13",41.0259278906356,-2.59049338690898,0.457879065121186,-5.65759298522057,1.53510651707156e-08,2.82758272858447e-07
"ENSG00000070950.10",784.195466345967,1.05922879842309,0.187241280196313,5.65702604314894,1.5401840027303e-08,2.83374791448407e-07
"ENSG00000132746.15",64.399598033161,3.43453695184706,0.607276010717062,5.65564404197625,1.55262953089532e-08,2.85412260674918e-07
"ENSG00000128383.13",42.1287569627529,-3.0479013681953,0.538961958742635,-5.65513264666373,1.55725958560449e-08,2.85921466314926e-07
"ENSG00000211964.3",1067.60136673024,-3.44812793287688,0.610082621585411,-5.65190321913496,1.58680933381331e-08,2.906682696067e-07
"ENSG00000110195.14",208.89723896293,4.92636198849222,0.871734306885899,5.65121958557612,1.5931341667045e-08,2.91570174801706e-07
"ENSG00000116649.10",2833.45346088537,1.38035749099589,0.244329880965782,5.6495647832334,1.60854558330647e-08,2.94132030255047e-07
"ENSG00000168065.16",61.6283977871704,4.32229895211511,0.765593528030163,5.645683765426,1.64526024769731e-08,3.00449284080059e-07
"ENSG00000228307.2",19.9118122360073,-2.49916148927726,0.442673544149561,-5.64560842251938,1.64598098828039e-08,3.00449284080059e-07
"ENSG00000163145.13",87.1875429110222,-2.94664384610642,0.52243571170008,-5.64020372289945,1.69849086774031e-08,3.09491212493941e-07
"ENSG00000171819.5",42.2187350795629,-4.78962665106531,0.850061446328034,-5.6344475705313,1.75620377934842e-08,3.19727422961167e-07
"ENSG00000130119.17",1854.25781669043,1.15144986926157,0.204384999641521,5.6337298298855,1.7635322387564e-08,3.20152600563083e-07
"ENSG00000136108.15",1905.11278460353,1.54300248587669,0.2738794686669,5.63387424908924,1.76205527031528e-08,3.20152600563083e-07
"ENSG00000162063.13",842.218909476248,1.36350834307515,0.242030740272238,5.63361638088395,1.76469331945724e-08,3.20152600563083e-07
"ENSG00000176533.13",216.900129865166,-2.50177344671221,0.444117580160909,-5.63313311264505,1.76964759402111e-08,3.20771748989418e-07
"ENSG00000132000.13",223.233994923896,2.05177625284798,0.364263587358314,5.63266910021868,1.7744171741772e-08,3.21356370560951e-07
"ENSG00000185155.12",15.0511567183614,-2.80336806636354,0.497753827896493,-5.63203718233684,1.78093273391011e-08,3.22255906608135e-07
"ENSG00000055044.11",2095.22588376117,1.07948496064727,0.191704983423636,5.63096973990388,1.79199169182843e-08,3.23975283364533e-07
"ENSG00000128578.10",205.150023152971,2.07691763053549,0.369056761139794,5.62763739680894,1.82694628729902e-08,3.29721815198658e-07
"ENSG00000102048.16",262.859527676026,2.10114924203236,0.373463203496662,5.62612118773608,1.84306885856169e-08,3.3234332649749e-07
"ENSG00000164818.16",2105.75037450601,1.00911869991334,0.179390683027469,5.62525702496388,1.8523196328062e-08,3.33722244494063e-07
"ENSG00000170419.11",54.780784707022,-4.99397231004247,0.887916422071351,-5.62437205338811,1.86183988499422e-08,3.34857615962357e-07
"ENSG00000104154.7",308.170544656656,-1.40608676442161,0.250012502304066,-5.62406580256346,1.86514548966098e-08,3.35162456773361e-07
"ENSG00000060566.14",99.836988207922,-3.37604830035643,0.600359871008841,-5.62337435159238,1.87262983249353e-08,3.3519256612216e-07
"ENSG00000105974.13",2338.98528068265,-2.22205954065603,0.395162211293209,-5.62315797703456,1.8749778796011e-08,3.3519256612216e-07
"ENSG00000112276.14",138.7397457661,-2.77378475252477,0.493264490242585,-5.62332137705806,1.87320443591828e-08,3.3519256612216e-07
"ENSG00000136052.9",753.59680065827,-1.59106126072599,0.282925981910671,-5.62359543645002,1.87023361943924e-08,3.3519256612216e-07
"ENSG00000260615.1",7.36671708276265,-2.40385722453212,0.427489013353693,-5.62320235009931,1.87449612037737e-08,3.3519256612216e-07
